Designator,Footprint,Mid X,Mid Y,Ref X,Ref Y,Pad X,Pad Y,TB,Rotation,Comment
D21_46,D1608[0603]S,44.7162mm,98.686mm,44.7162mm,98.686mm,45.2465mm,99.2163mm,T,225,LED
D22_46,D1608[0603]S,46.6974mm,98.686mm,46.6974mm,98.686mm,47.2277mm,99.2163mm,T,225,LED
D23_46,D1608[0603]S,48.6786mm,98.686mm,48.6786mm,98.686mm,49.2089mm,99.2163mm,T,225,LED
D24_46,D1608[0603]S,50.6598mm,98.686mm,50.6598mm,98.686mm,51.1901mm,99.2163mm,T,225,LED
D25_46,D1608[0603]S,52.641mm,98.686mm,52.641mm,98.686mm,53.1713mm,99.2163mm,T,225,LED
D26_46,D1608[0603]S,54.6222mm,98.686mm,54.6222mm,98.686mm,55.1525mm,99.2163mm,T,225,LED
D27_46,D1608[0603]S,56.6034mm,98.686mm,56.6034mm,98.686mm,57.1337mm,99.2163mm,T,225,LED
D28_46,D1608[0603]S,58.5846mm,98.686mm,58.5846mm,98.686mm,59.1149mm,99.2163mm,T,225,LED
D29_46,D1608[0603]S,60.5658mm,98.686mm,60.5658mm,98.686mm,61.0961mm,99.2163mm,T,225,LED
D30_46,D1608[0603]S,62.547mm,98.686mm,62.547mm,98.686mm,63.0773mm,99.2163mm,T,225,LED
D31_46,D1608[0603]S,64.5282mm,98.686mm,64.5282mm,98.686mm,65.0585mm,99.2163mm,T,225,LED
D32_46,D1608[0603]S,66.5094mm,98.686mm,66.5094mm,98.686mm,67.0397mm,99.2163mm,T,225,LED
D33_46,D1608[0603]S,68.4906mm,98.686mm,68.4906mm,98.686mm,69.0209mm,99.2163mm,T,225,LED
D34_46,D1608[0603]S,70.4718mm,98.686mm,70.4718mm,98.686mm,71.0021mm,99.2163mm,T,225,LED
D35_46,D1608[0603]S,72.453mm,98.686mm,72.453mm,98.686mm,72.9833mm,99.2163mm,T,225,LED
D36_46,D1608[0603]S,74.4342mm,98.686mm,74.4342mm,98.686mm,74.9645mm,99.2163mm,T,225,LED
D37_46,D1608[0603]S,76.4154mm,98.686mm,76.4154mm,98.686mm,76.9457mm,99.2163mm,T,225,LED
D38_46,D1608[0603]S,78.3966mm,98.686mm,78.3966mm,98.686mm,78.9269mm,99.2163mm,T,225,LED
D39_46,D1608[0603]S,80.3778mm,98.686mm,80.3778mm,98.686mm,80.9081mm,99.2163mm,T,225,LED
D40_46,D1608[0603]S,82.359mm,98.686mm,82.359mm,98.686mm,82.8893mm,99.2163mm,T,225,LED
D41_46,D1608[0603]S,84.3402mm,98.686mm,84.3402mm,98.686mm,84.8705mm,99.2163mm,T,225,LED
D42_46,D1608[0603]S,86.3214mm,98.686mm,86.3214mm,98.686mm,86.8517mm,99.2163mm,T,225,LED
D43_46,D1608[0603]S,88.3026mm,98.686mm,88.3026mm,98.686mm,88.8329mm,99.2163mm,T,225,LED
D44_46,D1608[0603]S,90.2838mm,98.686mm,90.2838mm,98.686mm,90.8141mm,99.2163mm,T,225,LED
D45_46,D1608[0603]S,92.265mm,98.686mm,92.265mm,98.686mm,92.7953mm,99.2163mm,T,225,LED
D46_46,D1608[0603]S,94.2462mm,98.686mm,94.2462mm,98.686mm,94.7765mm,99.2163mm,T,225,LED
D47_46,D1608[0603]S,96.2274mm,98.686mm,96.2274mm,98.686mm,96.7577mm,99.2163mm,T,225,LED
D48_46,D1608[0603]S,98.2086mm,98.686mm,98.2086mm,98.686mm,98.7389mm,99.2163mm,T,225,LED
D49_46,D1608[0603]S,100.1898mm,98.686mm,100.1898mm,98.686mm,100.7201mm,99.2163mm,T,225,LED
D50_46,D1608[0603]S,102.171mm,98.686mm,102.171mm,98.686mm,102.7013mm,99.2163mm,T,225,LED
D51_46,D1608[0603]S,104.1522mm,98.686mm,104.1522mm,98.686mm,104.6825mm,99.2163mm,T,225,LED
D52_46,D1608[0603]S,106.1334mm,98.686mm,106.1334mm,98.686mm,106.6637mm,99.2163mm,T,225,LED
D53_46,D1608[0603]S,108.1146mm,98.686mm,108.1146mm,98.686mm,108.6449mm,99.2163mm,T,225,LED
D54_46,D1608[0603]S,110.0958mm,98.686mm,110.0958mm,98.686mm,110.6261mm,99.2163mm,T,225,LED
D55_46,D1608[0603]S,112.077mm,98.686mm,112.077mm,98.686mm,112.6073mm,99.2163mm,T,225,LED
D56_46,D1608[0603]S,114.0582mm,98.686mm,114.0582mm,98.686mm,114.5885mm,99.2163mm,T,225,LED
D57_46,D1608[0603]S,116.0394mm,98.686mm,116.0394mm,98.686mm,116.5697mm,99.2163mm,T,225,LED
D58_46,D1608[0603]S,118.0206mm,98.686mm,118.0206mm,98.686mm,118.5509mm,99.2163mm,T,225,LED
D59_46,D1608[0603]S,120.0018mm,98.686mm,120.0018mm,98.686mm,120.5321mm,99.2163mm,T,225,LED
D60_46,D1608[0603]S,121.983mm,98.686mm,121.983mm,98.686mm,122.5133mm,99.2163mm,T,225,LED
D61_46,D1608[0603]S,123.9642mm,98.686mm,123.9642mm,98.686mm,124.4945mm,99.2163mm,T,225,LED
D62_46,D1608[0603]S,125.9454mm,98.686mm,125.9454mm,98.686mm,126.4757mm,99.2163mm,T,225,LED
D63_46,D1608[0603]S,127.9266mm,98.686mm,127.9266mm,98.686mm,128.4569mm,99.2163mm,T,225,LED
D64_46,D1608[0603]S,129.9078mm,98.686mm,129.9078mm,98.686mm,130.4381mm,99.2163mm,T,225,LED
D1_45,D1608[0603]S,5.0922mm,100.6672mm,5.0922mm,100.6672mm,5.6225mm,101.1975mm,T,225,LED
D2_45,D1608[0603]S,7.0734mm,100.6672mm,7.0734mm,100.6672mm,7.6037mm,101.1975mm,T,225,LED
D3_45,D1608[0603]S,9.0546mm,100.6672mm,9.0546mm,100.6672mm,9.5849mm,101.1975mm,T,225,LED
D4_45,D1608[0603]S,11.0358mm,100.6672mm,11.0358mm,100.6672mm,11.5661mm,101.1975mm,T,225,LED
D5_45,D1608[0603]S,13.017mm,100.6672mm,13.017mm,100.6672mm,13.5473mm,101.1975mm,T,225,LED
D6_45,D1608[0603]S,14.9982mm,100.6672mm,14.9982mm,100.6672mm,15.5285mm,101.1975mm,T,225,LED
D7_45,D1608[0603]S,16.9794mm,100.6672mm,16.9794mm,100.6672mm,17.5097mm,101.1975mm,T,225,LED
D8_45,D1608[0603]S,18.9606mm,100.6672mm,18.9606mm,100.6672mm,19.4909mm,101.1975mm,T,225,LED
D9_45,D1608[0603]S,20.9418mm,100.6672mm,20.9418mm,100.6672mm,21.4721mm,101.1975mm,T,225,LED
D10_45,D1608[0603]S,22.923mm,100.6672mm,22.923mm,100.6672mm,23.4533mm,101.1975mm,T,225,LED
D11_45,D1608[0603]S,24.9042mm,100.6672mm,24.9042mm,100.6672mm,25.4345mm,101.1975mm,T,225,LED
D12_45,D1608[0603]S,26.8854mm,100.6672mm,26.8854mm,100.6672mm,27.4157mm,101.1975mm,T,225,LED
D13_45,D1608[0603]S,28.8666mm,100.6672mm,28.8666mm,100.6672mm,29.3969mm,101.1975mm,T,225,LED
D14_45,D1608[0603]S,30.8478mm,100.6672mm,30.8478mm,100.6672mm,31.3781mm,101.1975mm,T,225,LED
D15_45,D1608[0603]S,32.829mm,100.6672mm,32.829mm,100.6672mm,33.3593mm,101.1975mm,T,225,LED
D16_45,D1608[0603]S,34.8102mm,100.6672mm,34.8102mm,100.6672mm,35.3405mm,101.1975mm,T,225,LED
D17_45,D1608[0603]S,36.7914mm,100.6672mm,36.7914mm,100.6672mm,37.3217mm,101.1975mm,T,225,LED
D18_45,D1608[0603]S,38.7726mm,100.6672mm,38.7726mm,100.6672mm,39.3029mm,101.1975mm,T,225,LED
D19_45,D1608[0603]S,40.7538mm,100.6672mm,40.7538mm,100.6672mm,41.2841mm,101.1975mm,T,225,LED
D20_45,D1608[0603]S,42.735mm,100.6672mm,42.735mm,100.6672mm,43.2653mm,101.1975mm,T,225,LED
D21_45,D1608[0603]S,44.7162mm,100.6672mm,44.7162mm,100.6672mm,45.2465mm,101.1975mm,T,225,LED
D22_45,D1608[0603]S,46.6974mm,100.6672mm,46.6974mm,100.6672mm,47.2277mm,101.1975mm,T,225,LED
D23_45,D1608[0603]S,48.6786mm,100.6672mm,48.6786mm,100.6672mm,49.2089mm,101.1975mm,T,225,LED
D24_45,D1608[0603]S,50.6598mm,100.6672mm,50.6598mm,100.6672mm,51.1901mm,101.1975mm,T,225,LED
D25_45,D1608[0603]S,52.641mm,100.6672mm,52.641mm,100.6672mm,53.1713mm,101.1975mm,T,225,LED
D26_45,D1608[0603]S,54.6222mm,100.6672mm,54.6222mm,100.6672mm,55.1525mm,101.1975mm,T,225,LED
D27_45,D1608[0603]S,56.6034mm,100.6672mm,56.6034mm,100.6672mm,57.1337mm,101.1975mm,T,225,LED
D28_45,D1608[0603]S,58.5846mm,100.6672mm,58.5846mm,100.6672mm,59.1149mm,101.1975mm,T,225,LED
D29_45,D1608[0603]S,60.5658mm,100.6672mm,60.5658mm,100.6672mm,61.0961mm,101.1975mm,T,225,LED
D30_45,D1608[0603]S,62.547mm,100.6672mm,62.547mm,100.6672mm,63.0773mm,101.1975mm,T,225,LED
D31_45,D1608[0603]S,64.5282mm,100.6672mm,64.5282mm,100.6672mm,65.0585mm,101.1975mm,T,225,LED
D32_45,D1608[0603]S,66.5094mm,100.6672mm,66.5094mm,100.6672mm,67.0397mm,101.1975mm,T,225,LED
D33_45,D1608[0603]S,68.4906mm,100.6672mm,68.4906mm,100.6672mm,69.0209mm,101.1975mm,T,225,LED
D34_45,D1608[0603]S,70.4718mm,100.6672mm,70.4718mm,100.6672mm,71.0021mm,101.1975mm,T,225,LED
D35_45,D1608[0603]S,72.453mm,100.6672mm,72.453mm,100.6672mm,72.9833mm,101.1975mm,T,225,LED
D36_45,D1608[0603]S,74.4342mm,100.6672mm,74.4342mm,100.6672mm,74.9645mm,101.1975mm,T,225,LED
D37_45,D1608[0603]S,76.4154mm,100.6672mm,76.4154mm,100.6672mm,76.9457mm,101.1975mm,T,225,LED
D38_45,D1608[0603]S,78.3966mm,100.6672mm,78.3966mm,100.6672mm,78.9269mm,101.1975mm,T,225,LED
D39_45,D1608[0603]S,80.3778mm,100.6672mm,80.3778mm,100.6672mm,80.9081mm,101.1975mm,T,225,LED
D40_45,D1608[0603]S,82.359mm,100.6672mm,82.359mm,100.6672mm,82.8893mm,101.1975mm,T,225,LED
D41_45,D1608[0603]S,84.3402mm,100.6672mm,84.3402mm,100.6672mm,84.8705mm,101.1975mm,T,225,LED
D42_45,D1608[0603]S,86.3214mm,100.6672mm,86.3214mm,100.6672mm,86.8517mm,101.1975mm,T,225,LED
D43_45,D1608[0603]S,88.3026mm,100.6672mm,88.3026mm,100.6672mm,88.8329mm,101.1975mm,T,225,LED
D44_45,D1608[0603]S,90.2838mm,100.6672mm,90.2838mm,100.6672mm,90.8141mm,101.1975mm,T,225,LED
D45_45,D1608[0603]S,92.265mm,100.6672mm,92.265mm,100.6672mm,92.7953mm,101.1975mm,T,225,LED
D46_45,D1608[0603]S,94.2462mm,100.6672mm,94.2462mm,100.6672mm,94.7765mm,101.1975mm,T,225,LED
D47_45,D1608[0603]S,96.2274mm,100.6672mm,96.2274mm,100.6672mm,96.7577mm,101.1975mm,T,225,LED
D48_45,D1608[0603]S,98.2086mm,100.6672mm,98.2086mm,100.6672mm,98.7389mm,101.1975mm,T,225,LED
D49_45,D1608[0603]S,100.1898mm,100.6672mm,100.1898mm,100.6672mm,100.7201mm,101.1975mm,T,225,LED
D50_45,D1608[0603]S,102.171mm,100.6672mm,102.171mm,100.6672mm,102.7013mm,101.1975mm,T,225,LED
D51_45,D1608[0603]S,104.1522mm,100.6672mm,104.1522mm,100.6672mm,104.6825mm,101.1975mm,T,225,LED
D52_45,D1608[0603]S,106.1334mm,100.6672mm,106.1334mm,100.6672mm,106.6637mm,101.1975mm,T,225,LED
D53_45,D1608[0603]S,108.1146mm,100.6672mm,108.1146mm,100.6672mm,108.6449mm,101.1975mm,T,225,LED
D54_45,D1608[0603]S,110.0958mm,100.6672mm,110.0958mm,100.6672mm,110.6261mm,101.1975mm,T,225,LED
D55_45,D1608[0603]S,112.077mm,100.6672mm,112.077mm,100.6672mm,112.6073mm,101.1975mm,T,225,LED
D56_45,D1608[0603]S,114.0582mm,100.6672mm,114.0582mm,100.6672mm,114.5885mm,101.1975mm,T,225,LED
D57_45,D1608[0603]S,116.0394mm,100.6672mm,116.0394mm,100.6672mm,116.5697mm,101.1975mm,T,225,LED
D58_45,D1608[0603]S,118.0206mm,100.6672mm,118.0206mm,100.6672mm,118.5509mm,101.1975mm,T,225,LED
D59_45,D1608[0603]S,120.0018mm,100.6672mm,120.0018mm,100.6672mm,120.5321mm,101.1975mm,T,225,LED
D60_45,D1608[0603]S,121.983mm,100.6672mm,121.983mm,100.6672mm,122.5133mm,101.1975mm,T,225,LED
D61_45,D1608[0603]S,123.9642mm,100.6672mm,123.9642mm,100.6672mm,124.4945mm,101.1975mm,T,225,LED
D62_45,D1608[0603]S,125.9454mm,100.6672mm,125.9454mm,100.6672mm,126.4757mm,101.1975mm,T,225,LED
D63_45,D1608[0603]S,127.9266mm,100.6672mm,127.9266mm,100.6672mm,128.4569mm,101.1975mm,T,225,LED
D64_45,D1608[0603]S,129.9078mm,100.6672mm,129.9078mm,100.6672mm,130.4381mm,101.1975mm,T,225,LED
D1_44,D1608[0603]S,5.0922mm,102.6484mm,5.0922mm,102.6484mm,5.6225mm,103.1787mm,T,225,LED
D2_44,D1608[0603]S,7.0734mm,102.6484mm,7.0734mm,102.6484mm,7.6037mm,103.1787mm,T,225,LED
D3_44,D1608[0603]S,9.0546mm,102.6484mm,9.0546mm,102.6484mm,9.5849mm,103.1787mm,T,225,LED
D4_44,D1608[0603]S,11.0358mm,102.6484mm,11.0358mm,102.6484mm,11.5661mm,103.1787mm,T,225,LED
D5_44,D1608[0603]S,13.017mm,102.6484mm,13.017mm,102.6484mm,13.5473mm,103.1787mm,T,225,LED
D6_44,D1608[0603]S,14.9982mm,102.6484mm,14.9982mm,102.6484mm,15.5285mm,103.1787mm,T,225,LED
D7_44,D1608[0603]S,16.9794mm,102.6484mm,16.9794mm,102.6484mm,17.5097mm,103.1787mm,T,225,LED
D8_44,D1608[0603]S,18.9606mm,102.6484mm,18.9606mm,102.6484mm,19.4909mm,103.1787mm,T,225,LED
D9_44,D1608[0603]S,20.9418mm,102.6484mm,20.9418mm,102.6484mm,21.4721mm,103.1787mm,T,225,LED
D10_44,D1608[0603]S,22.923mm,102.6484mm,22.923mm,102.6484mm,23.4533mm,103.1787mm,T,225,LED
D11_44,D1608[0603]S,24.9042mm,102.6484mm,24.9042mm,102.6484mm,25.4345mm,103.1787mm,T,225,LED
D12_44,D1608[0603]S,26.8854mm,102.6484mm,26.8854mm,102.6484mm,27.4157mm,103.1787mm,T,225,LED
D13_44,D1608[0603]S,28.8666mm,102.6484mm,28.8666mm,102.6484mm,29.3969mm,103.1787mm,T,225,LED
D14_44,D1608[0603]S,30.8478mm,102.6484mm,30.8478mm,102.6484mm,31.3781mm,103.1787mm,T,225,LED
D15_44,D1608[0603]S,32.829mm,102.6484mm,32.829mm,102.6484mm,33.3593mm,103.1787mm,T,225,LED
D16_44,D1608[0603]S,34.8102mm,102.6484mm,34.8102mm,102.6484mm,35.3405mm,103.1787mm,T,225,LED
D17_44,D1608[0603]S,36.7914mm,102.6484mm,36.7914mm,102.6484mm,37.3217mm,103.1787mm,T,225,LED
D18_44,D1608[0603]S,38.7726mm,102.6484mm,38.7726mm,102.6484mm,39.3029mm,103.1787mm,T,225,LED
D19_44,D1608[0603]S,40.7538mm,102.6484mm,40.7538mm,102.6484mm,41.2841mm,103.1787mm,T,225,LED
D20_44,D1608[0603]S,42.735mm,102.6484mm,42.735mm,102.6484mm,43.2653mm,103.1787mm,T,225,LED
D21_44,D1608[0603]S,44.7162mm,102.6484mm,44.7162mm,102.6484mm,45.2465mm,103.1787mm,T,225,LED
D22_44,D1608[0603]S,46.6974mm,102.6484mm,46.6974mm,102.6484mm,47.2277mm,103.1787mm,T,225,LED
D23_44,D1608[0603]S,48.6786mm,102.6484mm,48.6786mm,102.6484mm,49.2089mm,103.1787mm,T,225,LED
D24_44,D1608[0603]S,50.6598mm,102.6484mm,50.6598mm,102.6484mm,51.1901mm,103.1787mm,T,225,LED
D25_44,D1608[0603]S,52.641mm,102.6484mm,52.641mm,102.6484mm,53.1713mm,103.1787mm,T,225,LED
D26_44,D1608[0603]S,54.6222mm,102.6484mm,54.6222mm,102.6484mm,55.1525mm,103.1787mm,T,225,LED
D27_44,D1608[0603]S,56.6034mm,102.6484mm,56.6034mm,102.6484mm,57.1337mm,103.1787mm,T,225,LED
D28_44,D1608[0603]S,58.5846mm,102.6484mm,58.5846mm,102.6484mm,59.1149mm,103.1787mm,T,225,LED
D29_44,D1608[0603]S,60.5658mm,102.6484mm,60.5658mm,102.6484mm,61.0961mm,103.1787mm,T,225,LED
D30_44,D1608[0603]S,62.547mm,102.6484mm,62.547mm,102.6484mm,63.0773mm,103.1787mm,T,225,LED
D31_44,D1608[0603]S,64.5282mm,102.6484mm,64.5282mm,102.6484mm,65.0585mm,103.1787mm,T,225,LED
D32_44,D1608[0603]S,66.5094mm,102.6484mm,66.5094mm,102.6484mm,67.0397mm,103.1787mm,T,225,LED
D33_44,D1608[0603]S,68.4906mm,102.6484mm,68.4906mm,102.6484mm,69.0209mm,103.1787mm,T,225,LED
D34_44,D1608[0603]S,70.4718mm,102.6484mm,70.4718mm,102.6484mm,71.0021mm,103.1787mm,T,225,LED
D35_44,D1608[0603]S,72.453mm,102.6484mm,72.453mm,102.6484mm,72.9833mm,103.1787mm,T,225,LED
D36_44,D1608[0603]S,74.4342mm,102.6484mm,74.4342mm,102.6484mm,74.9645mm,103.1787mm,T,225,LED
D37_44,D1608[0603]S,76.4154mm,102.6484mm,76.4154mm,102.6484mm,76.9457mm,103.1787mm,T,225,LED
D38_44,D1608[0603]S,78.3966mm,102.6484mm,78.3966mm,102.6484mm,78.9269mm,103.1787mm,T,225,LED
D39_44,D1608[0603]S,80.3778mm,102.6484mm,80.3778mm,102.6484mm,80.9081mm,103.1787mm,T,225,LED
D40_44,D1608[0603]S,82.359mm,102.6484mm,82.359mm,102.6484mm,82.8893mm,103.1787mm,T,225,LED
D41_44,D1608[0603]S,84.3402mm,102.6484mm,84.3402mm,102.6484mm,84.8705mm,103.1787mm,T,225,LED
D42_44,D1608[0603]S,86.3214mm,102.6484mm,86.3214mm,102.6484mm,86.8517mm,103.1787mm,T,225,LED
D43_44,D1608[0603]S,88.3026mm,102.6484mm,88.3026mm,102.6484mm,88.8329mm,103.1787mm,T,225,LED
D44_44,D1608[0603]S,90.2838mm,102.6484mm,90.2838mm,102.6484mm,90.8141mm,103.1787mm,T,225,LED
D45_44,D1608[0603]S,92.265mm,102.6484mm,92.265mm,102.6484mm,92.7953mm,103.1787mm,T,225,LED
D46_44,D1608[0603]S,94.2462mm,102.6484mm,94.2462mm,102.6484mm,94.7765mm,103.1787mm,T,225,LED
D47_44,D1608[0603]S,96.2274mm,102.6484mm,96.2274mm,102.6484mm,96.7577mm,103.1787mm,T,225,LED
D48_44,D1608[0603]S,98.2086mm,102.6484mm,98.2086mm,102.6484mm,98.7389mm,103.1787mm,T,225,LED
D49_44,D1608[0603]S,100.1898mm,102.6484mm,100.1898mm,102.6484mm,100.7201mm,103.1787mm,T,225,LED
D50_44,D1608[0603]S,102.171mm,102.6484mm,102.171mm,102.6484mm,102.7013mm,103.1787mm,T,225,LED
D51_44,D1608[0603]S,104.1522mm,102.6484mm,104.1522mm,102.6484mm,104.6825mm,103.1787mm,T,225,LED
D52_44,D1608[0603]S,106.1334mm,102.6484mm,106.1334mm,102.6484mm,106.6637mm,103.1787mm,T,225,LED
D53_44,D1608[0603]S,108.1146mm,102.6484mm,108.1146mm,102.6484mm,108.6449mm,103.1787mm,T,225,LED
D54_44,D1608[0603]S,110.0958mm,102.6484mm,110.0958mm,102.6484mm,110.6261mm,103.1787mm,T,225,LED
D55_44,D1608[0603]S,112.077mm,102.6484mm,112.077mm,102.6484mm,112.6073mm,103.1787mm,T,225,LED
D56_44,D1608[0603]S,114.0582mm,102.6484mm,114.0582mm,102.6484mm,114.5885mm,103.1787mm,T,225,LED
D57_44,D1608[0603]S,116.0394mm,102.6484mm,116.0394mm,102.6484mm,116.5697mm,103.1787mm,T,225,LED
D58_44,D1608[0603]S,118.0206mm,102.6484mm,118.0206mm,102.6484mm,118.5509mm,103.1787mm,T,225,LED
D59_44,D1608[0603]S,120.0018mm,102.6484mm,120.0018mm,102.6484mm,120.5321mm,103.1787mm,T,225,LED
D60_44,D1608[0603]S,121.983mm,102.6484mm,121.983mm,102.6484mm,122.5133mm,103.1787mm,T,225,LED
D61_44,D1608[0603]S,123.9642mm,102.6484mm,123.9642mm,102.6484mm,124.4945mm,103.1787mm,T,225,LED
D62_44,D1608[0603]S,125.9454mm,102.6484mm,125.9454mm,102.6484mm,126.4757mm,103.1787mm,T,225,LED
D63_44,D1608[0603]S,127.9266mm,102.6484mm,127.9266mm,102.6484mm,128.4569mm,103.1787mm,T,225,LED
D64_44,D1608[0603]S,129.9078mm,102.6484mm,129.9078mm,102.6484mm,130.4381mm,103.1787mm,T,225,LED
D1_43,D1608[0603]S,5.0922mm,104.6296mm,5.0922mm,104.6296mm,5.6225mm,105.1599mm,T,225,LED
D2_43,D1608[0603]S,7.0734mm,104.6296mm,7.0734mm,104.6296mm,7.6037mm,105.1599mm,T,225,LED
D3_43,D1608[0603]S,9.0546mm,104.6296mm,9.0546mm,104.6296mm,9.5849mm,105.1599mm,T,225,LED
D4_43,D1608[0603]S,11.0358mm,104.6296mm,11.0358mm,104.6296mm,11.5661mm,105.1599mm,T,225,LED
D5_43,D1608[0603]S,13.017mm,104.6296mm,13.017mm,104.6296mm,13.5473mm,105.1599mm,T,225,LED
D6_43,D1608[0603]S,14.9982mm,104.6296mm,14.9982mm,104.6296mm,15.5285mm,105.1599mm,T,225,LED
D7_43,D1608[0603]S,16.9794mm,104.6296mm,16.9794mm,104.6296mm,17.5097mm,105.1599mm,T,225,LED
D8_43,D1608[0603]S,18.9606mm,104.6296mm,18.9606mm,104.6296mm,19.4909mm,105.1599mm,T,225,LED
D9_43,D1608[0603]S,20.9418mm,104.6296mm,20.9418mm,104.6296mm,21.4721mm,105.1599mm,T,225,LED
D10_43,D1608[0603]S,22.923mm,104.6296mm,22.923mm,104.6296mm,23.4533mm,105.1599mm,T,225,LED
D11_43,D1608[0603]S,24.9042mm,104.6296mm,24.9042mm,104.6296mm,25.4345mm,105.1599mm,T,225,LED
D12_43,D1608[0603]S,26.8854mm,104.6296mm,26.8854mm,104.6296mm,27.4157mm,105.1599mm,T,225,LED
D13_43,D1608[0603]S,28.8666mm,104.6296mm,28.8666mm,104.6296mm,29.3969mm,105.1599mm,T,225,LED
D14_43,D1608[0603]S,30.8478mm,104.6296mm,30.8478mm,104.6296mm,31.3781mm,105.1599mm,T,225,LED
D15_43,D1608[0603]S,32.829mm,104.6296mm,32.829mm,104.6296mm,33.3593mm,105.1599mm,T,225,LED
D16_43,D1608[0603]S,34.8102mm,104.6296mm,34.8102mm,104.6296mm,35.3405mm,105.1599mm,T,225,LED
D17_43,D1608[0603]S,36.7914mm,104.6296mm,36.7914mm,104.6296mm,37.3217mm,105.1599mm,T,225,LED
D18_43,D1608[0603]S,38.7726mm,104.6296mm,38.7726mm,104.6296mm,39.3029mm,105.1599mm,T,225,LED
D19_43,D1608[0603]S,40.7538mm,104.6296mm,40.7538mm,104.6296mm,41.2841mm,105.1599mm,T,225,LED
D20_43,D1608[0603]S,42.735mm,104.6296mm,42.735mm,104.6296mm,43.2653mm,105.1599mm,T,225,LED
D21_43,D1608[0603]S,44.7162mm,104.6296mm,44.7162mm,104.6296mm,45.2465mm,105.1599mm,T,225,LED
D22_43,D1608[0603]S,46.6974mm,104.6296mm,46.6974mm,104.6296mm,47.2277mm,105.1599mm,T,225,LED
D23_43,D1608[0603]S,48.6786mm,104.6296mm,48.6786mm,104.6296mm,49.2089mm,105.1599mm,T,225,LED
D24_43,D1608[0603]S,50.6598mm,104.6296mm,50.6598mm,104.6296mm,51.1901mm,105.1599mm,T,225,LED
D25_43,D1608[0603]S,52.641mm,104.6296mm,52.641mm,104.6296mm,53.1713mm,105.1599mm,T,225,LED
D26_43,D1608[0603]S,54.6222mm,104.6296mm,54.6222mm,104.6296mm,55.1525mm,105.1599mm,T,225,LED
D27_43,D1608[0603]S,56.6034mm,104.6296mm,56.6034mm,104.6296mm,57.1337mm,105.1599mm,T,225,LED
D28_43,D1608[0603]S,58.5846mm,104.6296mm,58.5846mm,104.6296mm,59.1149mm,105.1599mm,T,225,LED
D29_43,D1608[0603]S,60.5658mm,104.6296mm,60.5658mm,104.6296mm,61.0961mm,105.1599mm,T,225,LED
D30_43,D1608[0603]S,62.547mm,104.6296mm,62.547mm,104.6296mm,63.0773mm,105.1599mm,T,225,LED
D31_43,D1608[0603]S,64.5282mm,104.6296mm,64.5282mm,104.6296mm,65.0585mm,105.1599mm,T,225,LED
D32_43,D1608[0603]S,66.5094mm,104.6296mm,66.5094mm,104.6296mm,67.0397mm,105.1599mm,T,225,LED
D33_43,D1608[0603]S,68.4906mm,104.6296mm,68.4906mm,104.6296mm,69.0209mm,105.1599mm,T,225,LED
D34_43,D1608[0603]S,70.4718mm,104.6296mm,70.4718mm,104.6296mm,71.0021mm,105.1599mm,T,225,LED
D35_43,D1608[0603]S,72.453mm,104.6296mm,72.453mm,104.6296mm,72.9833mm,105.1599mm,T,225,LED
D36_43,D1608[0603]S,74.4342mm,104.6296mm,74.4342mm,104.6296mm,74.9645mm,105.1599mm,T,225,LED
D37_43,D1608[0603]S,76.4154mm,104.6296mm,76.4154mm,104.6296mm,76.9457mm,105.1599mm,T,225,LED
D38_43,D1608[0603]S,78.3966mm,104.6296mm,78.3966mm,104.6296mm,78.9269mm,105.1599mm,T,225,LED
D39_43,D1608[0603]S,80.3778mm,104.6296mm,80.3778mm,104.6296mm,80.9081mm,105.1599mm,T,225,LED
D40_43,D1608[0603]S,82.359mm,104.6296mm,82.359mm,104.6296mm,82.8893mm,105.1599mm,T,225,LED
D41_43,D1608[0603]S,84.3402mm,104.6296mm,84.3402mm,104.6296mm,84.8705mm,105.1599mm,T,225,LED
D42_43,D1608[0603]S,86.3214mm,104.6296mm,86.3214mm,104.6296mm,86.8517mm,105.1599mm,T,225,LED
D43_43,D1608[0603]S,88.3026mm,104.6296mm,88.3026mm,104.6296mm,88.8329mm,105.1599mm,T,225,LED
D44_43,D1608[0603]S,90.2838mm,104.6296mm,90.2838mm,104.6296mm,90.8141mm,105.1599mm,T,225,LED
D45_43,D1608[0603]S,92.265mm,104.6296mm,92.265mm,104.6296mm,92.7953mm,105.1599mm,T,225,LED
D46_43,D1608[0603]S,94.2462mm,104.6296mm,94.2462mm,104.6296mm,94.7765mm,105.1599mm,T,225,LED
D47_43,D1608[0603]S,96.2274mm,104.6296mm,96.2274mm,104.6296mm,96.7577mm,105.1599mm,T,225,LED
D48_43,D1608[0603]S,98.2086mm,104.6296mm,98.2086mm,104.6296mm,98.7389mm,105.1599mm,T,225,LED
D49_43,D1608[0603]S,100.1898mm,104.6296mm,100.1898mm,104.6296mm,100.7201mm,105.1599mm,T,225,LED
D50_43,D1608[0603]S,102.171mm,104.6296mm,102.171mm,104.6296mm,102.7013mm,105.1599mm,T,225,LED
D51_43,D1608[0603]S,104.1522mm,104.6296mm,104.1522mm,104.6296mm,104.6825mm,105.1599mm,T,225,LED
D52_43,D1608[0603]S,106.1334mm,104.6296mm,106.1334mm,104.6296mm,106.6637mm,105.1599mm,T,225,LED
